page,subject,pathway,tier,block,rule,severity,evidence
physics/forces/work-done-energy-transfer,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Work is only done when the object moves IN THE DIRECTION of the force."""
physics/forces/work-done-energy-transfer,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/particle-model/density-of-materials,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/particle-model/density-of-materials,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/particle-model/density-of-materials,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/particle-model/density-of-materials,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Units for density are kg/m³ (SI) or g/cm³ (also common)."""
physics/particle-model/density-of-materials,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/particle-model/particle-motion-pressure,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/particle-model/particle-motion-pressure,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/particle-model/particle-motion-pressure,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/particle-model/particle-motion-pressure,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Temperature in gas law calculations MUST be in KELVIN — not Celsius."""
physics/particle-model/particle-motion-pressure,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/particle-model/specific-latent-heat,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/particle-model/specific-latent-heat,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/particle-model/specific-latent-heat,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/particle-model/specific-latent-heat,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""During a change of state, temperature does NOT change — the flat sections on a heating cur"""
physics/particle-model/specific-latent-heat,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/particle-model/temperature-changes-shc,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/particle-model/temperature-changes-shc,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/particle-model/temperature-changes-shc,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/particle-model/temperature-changes-shc,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Δθ is FINAL minus INITIAL temperature — not the final temperature alone."""
physics/particle-model/temperature-changes-shc,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/waves/properties-of-waves,physics,combined,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/waves/properties-of-waves,physics,combined,foundation,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/waves/properties-of-waves,physics,combined,foundation,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/waves/properties-of-waves,physics,combined,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Amplitude is the distance from the equilibrium (centre) to the crest — NOT from crest to t"""
physics/waves/properties-of-waves,physics,combined,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
biology/cell-biology/microscopy,biology,triple,higher,quiz,1-count,major,5 questions — below target 10 (6-7 acceptable only if page is 'genuinely light')
biology/cell-biology/microscopy,biology,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
biology/cell-biology/microscopy,biology,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Units must be the same before calculating."""
biology/cell-biology/microscopy,biology,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
biology/cell-biology/microscopy,biology,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
biology/cell-biology/microscopy,biology,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
biology/cell-biology/microscopy,biology,triple,higher,quiz,1-register,minor,0/5 stems use an AQA command word (AI review)
chemistry/analysis/pure-substances,chemistry,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/analysis/pure-substances,chemistry,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In chemistry, 'pure' does NOT mean natural or healthy — it means containing only ONE subst"""
chemistry/analysis/pure-substances,chemistry,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/analysis/pure-substances,chemistry,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/bonding/metals-alloys,chemistry,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/bonding/metals-alloys,chemistry,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Metals conduct electricity in the SOLID state — unlike ionic compounds which only conduct """
chemistry/bonding/metals-alloys,chemistry,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/bonding/metals-alloys,chemistry,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/bonding/states-of-matter,chemistry,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/bonding/states-of-matter,chemistry,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Changes of state are PHYSICAL changes — the substance does not change chemically."""
chemistry/bonding/states-of-matter,chemistry,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/bonding/states-of-matter,chemistry,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/ph-scale,chemistry,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/ph-scale,chemistry,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Lower pH = MORE ACIDIC = MORE H⁺ ions."""
chemistry/chemical-changes/ph-scale,chemistry,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/ph-scale,chemistry,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/rates-equilibrium/collision-theory,chemistry,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/collision-theory,chemistry,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Increasing concentration or surface area increases the FREQUENCY of collisions but does NO"""
chemistry/rates-equilibrium/collision-theory,chemistry,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/rates-equilibrium/collision-theory,chemistry,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
